hire_id,application_id,center_id,start_month,starting_wage,coaching_hours_first_90d,claims_closed_6mo,claims_reopened_6mo,reopen_rate_6mo_pct,retained_6mo,separation_month,separation_reason
25386,290399,C21,2022-12,31.78,6.1,609,51,8.374,1,,
25387,290404,C21,2022-11,33.43,9.0,394,25,6.345,0,2023-03,voluntary
25388,290423,C21,2022-12,31.14,7.2,638,37,5.799,1,,
25389,290430,C21,2022-12,29.12,10.5,565,21,3.717,1,,
25390,290432,C21,2022-11,31.98,12.5,562,31,5.516,1,,
25391,290452,C21,2022-12,32.15,12.1,302,14,4.636,0,2023-03,voluntary
25392,290467,C21,2022-12,30.37,12.2,564,43,7.624,1,,
25393,290494,C21,2022-11,30.68,10.9,596,29,4.866,1,,
25394,290498,C21,2022-11,31.18,9.1,547,36,6.581,1,,
25395,290501,C21,2022-12,32.42,9.6,619,35,5.654,1,,
25396,290508,C21,2022-11,31.3,8.9,613,75,12.235,1,,
25397,290511,C21,2022-12,34.12,,182,19,10.44,0,2023-02,voluntary
25398,290513,C21,2022-11,33.22,14.7,591,57,9.645,1,,
25399,290528,C21,2022-11,31.59,8.7,585,39,6.667,1,,
25400,290529,C21,2022-11,33.88,11.0,616,54,8.766,1,,
25401,290542,C21,2022-11,31.44,12.5,555,62,11.171,1,,
25402,290549,C21,2023-01,33.75,,102,11,10.784,0,2023-02,voluntary
25403,290551,C21,2022-12,33.65,11.7,610,27,4.426,1,,
25404,290568,C21,2023-01,32.87,6.7,562,56,9.964,1,,
25405,290569,C21,2023-01,30.8,6.4,553,54,9.765,1,,
25406,290579,C21,2022-12,30.42,8.8,570,47,8.246,1,,
25407,290589,C21,2023-01,28.74,13.7,581,66,11.36,1,,
25408,290590,C21,2023-01,30.49,11.4,597,49,8.208,1,,
25409,290601,C21,2023-01,33.94,8.2,591,36,6.091,1,,
25410,290617,C21,2022-12,31.86,7.8,580,42,7.241,1,,
25411,290638,C21,2023-01,32.02,,585,58,9.915,1,,
25412,290644,C21,2023-01,31.19,12.3,537,57,10.615,1,,
25413,290661,C21,2023-02,29.3,11.2,563,53,9.414,1,,
25414,290705,C21,2023-02,31.23,8.2,583,47,8.062,1,,
25415,290706,C21,2023-02,30.47,7.6,591,50,8.46,1,,
25416,290712,C21,2023-02,32.46,9.0,604,50,8.278,1,,
25417,290715,C21,2023-02,29.81,14.0,598,15,2.508,1,,
25418,290716,C21,2023-02,31.29,14.7,553,68,12.297,1,,
25419,290739,C21,2023-02,32.52,13.0,624,28,4.487,1,,
25420,290764,C21,2023-01,34.22,13.6,597,21,3.518,1,,
25421,290770,C21,2023-02,30.52,11.9,536,42,7.836,1,,
25422,290808,C21,2023-01,32.68,4.4,561,36,6.417,1,,
25423,290820,C21,2023-02,30.07,15.7,600,64,10.667,1,,
25424,290839,C21,2023-02,32.51,12.0,598,35,5.853,1,,
25425,290881,C21,2023-03,30.7,6.4,592,37,6.25,1,,
25426,290897,C21,2023-02,31.23,7.1,579,31,5.354,1,,
25427,290968,C21,2023-02,30.71,5.7,569,24,4.218,1,,
25428,290969,C21,2023-02,34.74,9.4,621,58,9.34,1,,
25429,290979,C21,2023-02,30.36,12.5,566,77,13.604,1,,
25430,290981,C21,2023-02,30.22,13.0,299,32,10.702,0,2023-05,attendance
25431,290993,C21,2023-03,32.51,16.5,597,63,10.553,1,,
25432,290997,C21,2023-03,30.06,10.6,611,30,4.91,1,,
25433,290999,C21,2023-02,31.77,14.0,631,55,8.716,1,,
25434,291000,C21,2023-03,30.27,14.0,592,59,9.966,1,,
25435,291017,C21,2023-03,32.96,10.7,569,32,5.624,1,,
25436,291019,C21,2023-02,31.0,9.0,580,41,7.069,1,,
25437,291042,C21,2023-02,30.26,12.0,536,31,5.784,1,,
25438,291059,C21,2023-03,32.11,8.6,593,78,13.153,1,,
25439,291061,C21,2023-04,31.01,12.5,557,54,9.695,1,,
25440,291065,C21,2023-04,31.96,8.5,583,67,11.492,1,,
25441,291066,C21,2023-04,32.89,12.6,613,36,5.873,1,,
25442,291072,C21,2023-04,32.23,11.3,565,47,8.319,1,,
25443,291089,C21,2023-03,33.71,9.4,572,68,11.888,1,,
25444,291099,C21,2023-03,30.98,14.1,602,36,5.98,1,,
25445,291116,C21,2023-04,33.36,15.3,557,58,10.413,1,,
25446,291127,C21,2023-03,34.88,4.6,597,51,8.543,1,,
25447,291135,C21,2023-04,31.41,10.9,550,38,6.909,1,,
25448,291141,C21,2023-03,31.27,11.1,584,59,10.103,1,,
25449,291199,C21,2023-03,31.46,6.1,606,66,10.891,1,,
25450,291215,C21,2023-03,31.34,9.8,586,35,5.973,1,,
25451,291218,C21,2023-04,30.38,7.9,275,42,15.273,0,2023-07,attendance
25452,291233,C21,2023-04,33.01,11.0,618,85,13.754,1,,
25453,291236,C21,2023-06,33.46,,107,2,1.869,0,2023-07,performance
25454,291237,C21,2023-04,33.14,9.1,601,75,12.479,1,,
25455,291240,C21,2023-05,34.54,8.5,592,50,8.446,1,,
25456,291253,C21,2023-04,31.54,11.4,605,53,8.76,1,,
25457,291263,C21,2023-04,33.05,9.8,573,56,9.773,1,,
25458,291280,C21,2023-04,32.44,9.5,593,20,3.373,1,,
25459,291294,C21,2023-05,30.91,8.9,577,67,11.612,1,,
25460,291326,C21,2023-04,32.57,9.9,591,38,6.43,1,,
25461,291330,C21,2023-04,29.72,6.9,534,26,4.869,1,,
25462,291341,C21,2023-05,30.89,11.4,588,64,10.884,1,,
25463,291355,C21,2023-05,31.43,,535,43,8.037,1,,
25464,291357,C21,2023-05,34.65,9.4,578,54,9.343,1,,
25465,291360,C21,2023-05,34.1,12.5,565,36,6.372,1,,
25466,291362,C21,2023-05,31.18,,588,47,7.993,1,,
25467,291386,C21,2023-06,31.7,12.8,590,13,2.203,1,,
25468,291392,C21,2023-04,32.01,11.6,559,59,10.555,1,,
25469,291414,C21,2023-04,33.75,10.3,579,51,8.808,1,,
25470,291421,C21,2023-05,34.75,11.6,586,68,11.604,1,,
25471,291431,C21,2023-04,32.86,3.8,645,50,7.752,1,,
25472,291472,C21,2023-05,31.94,9.3,601,12,1.997,1,,
25473,291477,C21,2023-05,32.59,16.6,600,66,11.0,1,,
25474,291484,C21,2023-04,31.6,,109,11,10.092,0,2023-05,voluntary
25475,291502,C21,2023-06,34.96,12.5,567,47,8.289,1,,
25476,291509,C21,2023-05,34.06,13.1,562,22,3.915,1,,
25477,291510,C21,2023-06,32.4,8.0,549,29,5.282,1,,
25478,291529,C21,2023-06,33.2,14.5,607,55,9.061,1,,
25479,291546,C21,2023-07,33.59,8.4,625,86,13.76,1,,
25480,291551,C21,2023-06,31.43,10.8,591,79,13.367,1,,
25481,291570,C21,2023-06,32.2,5.9,595,62,10.42,1,,
25482,291573,C21,2023-06,34.0,10.6,399,20,5.013,0,2023-10,voluntary
25483,291577,C21,2023-06,31.8,10.1,595,34,5.714,1,,
25484,291606,C21,2023-06,29.6,11.1,644,34,5.28,1,,
25485,291622,C21,2023-05,33.7,7.4,391,52,13.299,0,2023-09,attendance
25486,291630,C21,2023-06,32.81,8.4,618,59,9.547,1,,
25487,291650,C21,2023-05,31.41,13.4,575,58,10.087,1,,
25488,291652,C21,2023-05,32.61,14.2,571,49,8.581,1,,
25489,291687,C21,2023-06,34.2,18.4,593,53,8.938,1,,
25490,291701,C21,2023-06,34.96,11.4,585,90,15.385,1,,
25491,291703,C21,2023-06,31.55,11.5,554,51,9.206,1,,
25492,291711,C21,2023-06,34.47,10.7,596,46,7.718,1,,
25493,291728,C21,2023-06,36.14,,223,13,5.83,0,2023-08,voluntary
25494,291740,C21,2023-06,33.38,5.1,359,47,13.092,0,2023-10,attendance
25495,291750,C21,2023-06,32.19,6.7,567,51,8.995,1,,
25496,291757,C21,2023-07,33.89,14.6,549,52,9.472,0,2023-12,voluntary
25497,291763,C21,2023-07,31.65,6.0,559,23,4.114,1,,
25498,291765,C21,2023-08,33.31,8.4,637,15,2.355,1,,
25499,291769,C21,2023-07,30.12,8.5,606,42,6.931,1,,
25500,291803,C21,2023-06,34.07,9.8,582,14,2.405,1,,
25501,291822,C21,2023-07,30.6,11.1,579,49,8.463,1,,
25502,291843,C21,2023-06,33.01,11.6,590,45,7.627,1,,
25503,291844,C21,2023-08,32.71,9.7,623,46,7.384,1,,
25504,291850,C21,2023-07,33.28,14.2,580,48,8.276,1,,
25505,291854,C21,2023-07,33.05,5.5,572,59,10.315,1,,
25506,291859,C21,2023-07,32.82,8.9,616,65,10.552,1,,
25507,291875,C21,2023-07,33.26,8.0,590,50,8.475,1,,
25508,291881,C21,2023-07,31.94,12.8,648,89,13.735,1,,
25509,291883,C21,2023-07,30.44,12.4,606,84,13.861,1,,
25510,291903,C21,2023-07,34.62,14.5,620,51,8.226,1,,
25511,291907,C21,2023-06,30.21,7.9,567,58,10.229,1,,
25512,291909,C21,2023-07,33.2,4.5,569,41,7.206,1,,
25513,291927,C21,2023-07,32.88,11.1,643,29,4.51,1,,
25514,291935,C21,2023-08,32.77,10.0,584,47,8.048,1,,
25515,291949,C21,2023-08,30.53,,102,14,13.725,0,2023-09,voluntary
25516,291965,C21,2023-09,28.46,8.1,605,48,7.934,1,,
25517,291984,C21,2023-07,31.99,13.3,597,55,9.213,1,,
25518,291991,C21,2023-08,31.35,4.8,659,70,10.622,1,,
25519,291994,C21,2023-08,30.07,17.7,572,55,9.615,1,,
25520,292023,C21,2023-08,34.23,9.9,632,59,9.335,1,,
25521,292027,C21,2023-08,33.16,8.2,577,46,7.972,1,,
25522,292033,C21,2023-08,33.2,7.4,622,87,13.987,1,,
25523,292035,C21,2023-08,34.77,14.2,603,67,11.111,1,,
25524,292056,C21,2023-08,30.67,14.2,553,50,9.042,1,,
25525,292059,C21,2023-08,31.07,11.3,600,67,11.167,0,2024-02,performance
25526,292061,C21,2023-08,29.77,8.2,547,68,12.431,1,,
25527,292072,C21,2023-08,30.36,6.4,654,46,7.034,1,,
25528,292074,C21,2023-07,34.71,10.5,563,33,5.861,1,,
25529,292077,C21,2023-08,31.21,10.9,598,55,9.197,1,,
25530,292087,C21,2023-09,35.19,1.3,557,60,10.772,1,,
25531,292090,C21,2023-10,32.48,10.1,566,52,9.187,1,,
25532,292091,C21,2023-10,32.74,9.8,607,38,6.26,1,,
25533,292093,C21,2023-09,33.89,10.9,567,45,7.937,1,,
25534,292094,C21,2023-10,31.5,13.5,639,65,10.172,1,,
25535,292095,C21,2023-09,33.86,,199,22,11.055,0,2023-11,performance
25536,292111,C21,2023-09,33.67,10.2,602,55,9.136,1,,
25537,292119,C21,2023-09,30.9,3.1,609,66,10.837,1,,
25538,292120,C21,2023-09,30.44,6.4,599,22,3.673,1,,
25539,292132,C21,2023-09,34.8,11.3,440,51,11.591,0,2024-01,voluntary
25540,292139,C21,2023-09,33.61,13.3,641,74,11.544,1,,
25541,292148,C21,2023-09,32.26,15.0,612,49,8.007,1,,
25542,292193,C21,2023-08,31.4,11.2,606,70,11.551,1,,
25543,292197,C21,2023-08,34.97,8.0,589,90,15.28,1,,
25544,292210,C21,2023-09,31.76,15.1,532,24,4.511,1,,
25545,292211,C21,2023-10,34.05,13.2,604,51,8.444,1,,
25546,292232,C21,2023-09,31.21,7.6,620,79,12.742,1,,
25547,292241,C21,2023-09,33.13,13.8,573,50,8.726,1,,
25548,292265,C21,2023-09,34.77,9.5,593,58,9.781,1,,
25549,292266,C21,2023-10,35.21,15.5,577,50,8.666,1,,
25550,292312,C21,2023-10,30.75,9.1,600,25,4.167,1,,
25551,292314,C21,2023-10,29.26,2.8,575,62,10.783,1,,
25552,292330,C21,2023-10,32.89,7.8,570,55,9.649,1,,
25553,292338,C21,2023-10,30.91,9.3,614,49,7.98,1,,
25554,292344,C21,2023-10,33.2,,214,27,12.617,0,2023-12,performance
25555,292351,C21,2023-09,31.63,12.8,589,37,6.282,1,,
25556,292369,C21,2023-09,36.37,14.8,642,63,9.813,1,,
25557,292384,C21,2023-09,35.18,11.2,537,27,5.028,1,,
25558,292403,C21,2023-11,32.95,10.5,597,48,8.04,1,,
25559,292406,C21,2023-09,35.94,11.4,605,115,19.008,1,,
25560,292407,C21,2023-10,35.06,11.2,635,23,3.622,1,,
25561,292413,C21,2023-10,32.53,7.5,598,52,8.696,1,,
25562,292429,C21,2023-09,33.4,10.3,579,47,8.117,1,,
25563,292432,C21,2023-09,33.1,8.5,567,35,6.173,1,,
25564,292443,C21,2023-10,35.01,14.6,600,48,8.0,1,,
25565,292461,C21,2023-12,30.14,,565,48,8.496,1,,
25566,292466,C21,2023-10,33.36,9.5,327,24,7.339,0,2024-01,voluntary
25567,292468,C21,2023-11,34.07,13.7,609,99,16.256,1,,
25568,292500,C21,2023-11,34.07,13.1,593,26,4.384,1,,
25569,292501,C21,2023-10,34.83,10.7,561,67,11.943,1,,
25570,292504,C21,2023-11,34.86,13.7,595,65,10.924,1,,
25571,292505,C21,2023-11,30.59,3.9,603,79,13.101,1,,
25572,292522,C21,2023-11,34.56,10.7,603,73,12.106,1,,
25573,292532,C21,2023-11,33.09,12.6,589,47,7.98,1,,
25574,292549,C21,2023-11,34.42,11.5,588,34,5.782,1,,
25575,292550,C21,2023-12,31.6,12.9,606,57,9.406,1,,
25576,292570,C21,2023-11,36.01,12.6,601,43,7.155,1,,
25577,292571,C21,2023-11,35.0,14.8,597,38,6.365,1,,
25578,292593,C21,2023-11,34.96,6.1,558,63,11.29,1,,
25579,292634,C21,2023-11,31.16,10.4,637,32,5.024,1,,
25580,292641,C21,2023-11,33.43,9.6,597,73,12.228,1,,
25581,292653,C21,2023-12,33.67,9.0,561,60,10.695,1,,
25582,292672,C21,2023-12,33.29,9.0,615,41,6.667,1,,
25583,292678,C21,2023-11,35.54,11.0,540,32,5.926,1,,
25584,292687,C21,2023-11,31.97,9.6,593,16,2.698,1,,
25585,292700,C21,2023-11,30.27,10.1,574,45,7.84,1,,
25586,292705,C21,2023-12,32.72,6.3,584,24,4.11,1,,
25587,292707,C21,2023-12,29.58,9.7,324,23,7.099,0,2024-03,performance
25588,292712,C21,2023-12,30.56,13.6,608,72,11.842,1,,
25589,292713,C21,2023-11,31.19,15.0,618,77,12.46,1,,
25590,292714,C21,2023-12,35.78,11.0,419,24,5.728,0,2024-04,voluntary
25591,292738,C21,2023-12,35.54,13.1,570,86,15.088,1,,
25592,292742,C21,2023-12,29.87,9.5,576,48,8.333,1,,
25593,292746,C21,2023-11,30.02,,103,17,16.505,0,2023-12,voluntary
25594,292773,C21,2023-12,30.69,13.1,581,53,9.122,1,,
25595,292776,C21,2023-11,34.31,12.4,272,40,14.706,0,2024-02,attendance
25596,292778,C21,2023-12,34.31,7.8,587,74,12.606,1,,
25597,292781,C21,2023-12,33.16,13.0,390,56,14.359,0,2024-04,voluntary
25598,292786,C21,2023-12,31.84,10.5,645,77,11.938,1,,
25599,292791,C21,2023-12,35.02,14.5,606,50,8.251,1,,
25600,292806,C21,2023-12,29.78,18.5,580,29,5.0,1,,
25601,292818,C21,2023-11,33.24,14.2,596,47,7.886,1,,
25602,292841,C21,2023-12,33.56,5.9,649,72,11.094,1,,
25603,292842,C21,2023-12,31.18,,626,25,3.994,1,,
25604,292852,C21,2023-11,30.51,15.0,572,55,9.615,1,,
25605,292868,C21,2023-12,31.72,8.3,574,47,8.188,1,,
25606,292893,C21,2023-12,33.89,7.4,602,55,9.136,1,,
25607,292913,C21,2023-12,32.0,9.2,630,48,7.619,1,,
25608,292919,C21,2024-01,34.33,11.7,564,6,1.064,1,,
25609,292944,C21,2024-01,34.26,15.2,564,53,9.397,1,,
25610,292947,C21,2024-01,30.94,10.0,598,37,6.187,1,,
25611,292986,C21,2024-01,31.74,6.8,637,68,10.675,1,,
25612,292987,C21,2024-01,29.46,15.2,578,89,15.398,1,,
25613,292993,C21,2023-12,32.07,16.2,592,62,10.473,1,,
25614,293014,C21,2024-01,34.42,,94,8,8.511,0,2024-02,voluntary
25615,293029,C21,2024-01,32.7,8.2,603,77,12.769,1,,
25616,293030,C21,2024-01,33.85,9.7,615,37,6.016,1,,
25617,293034,C21,2024-01,34.14,14.7,611,47,7.692,1,,
25618,293040,C21,2024-01,30.63,11.7,562,67,11.922,1,,
25619,293045,C21,2024-01,31.59,11.9,583,48,8.233,1,,
25620,293072,C21,2023-12,31.85,9.3,598,50,8.361,1,,
25621,293090,C21,2023-12,33.04,12.0,628,52,8.28,1,,
25622,293092,C21,2024-01,34.53,11.0,610,58,9.508,1,,
25623,293096,C21,2024-02,31.68,,217,29,13.364,0,2024-04,voluntary
25624,293100,C21,2024-01,30.55,13.2,593,62,10.455,1,,
25625,293102,C21,2024-02,34.23,11.6,590,61,10.339,1,,
25626,293117,C21,2024-02,33.79,8.7,639,41,6.416,1,,
25627,293122,C21,2024-02,33.84,12.0,566,50,8.834,1,,
25628,293126,C21,2024-02,33.53,9.8,622,80,12.862,1,,
25629,293150,C21,2024-02,34.32,15.9,554,58,10.469,1,,
25630,293165,C21,2024-01,31.63,13.3,598,50,8.361,1,,
25631,293171,C21,2024-01,32.27,9.5,696,55,7.902,1,,
25632,293179,C21,2024-03,36.1,12.6,592,53,8.953,1,,
25633,293181,C21,2024-03,35.83,14.1,567,54,9.524,1,,
25634,293183,C21,2024-03,33.52,12.3,609,66,10.837,1,,
25635,293188,C21,2024-03,33.43,5.7,403,36,8.933,0,2024-07,performance
25636,293210,C21,2024-03,34.01,11.0,593,90,15.177,1,,
25637,293220,C21,2024-03,32.59,,620,33,5.323,1,,
25638,293233,C21,2024-03,33.89,13.5,575,63,10.957,1,,
25639,293258,C21,2024-03,33.62,10.7,575,26,4.522,1,,
25640,293269,C21,2024-03,32.86,11.7,632,27,4.272,1,,
25641,293273,C21,2024-02,32.95,,582,77,13.23,1,,
25642,293276,C21,2024-04,34.5,13.8,600,64,10.667,1,,
25643,293278,C21,2024-03,33.6,8.0,610,37,6.066,1,,
25644,293304,C21,2024-02,33.49,16.2,623,47,7.544,1,,
25645,293308,C21,2024-02,32.62,14.2,595,81,13.613,1,,
25646,293314,C21,2024-03,31.75,7.7,618,53,8.576,1,,
25647,293347,C21,2024-03,30.99,10.7,630,75,11.905,1,,
25648,293361,C21,2024-03,33.72,5.5,667,42,6.297,1,,
25649,293367,C21,2024-04,34.21,10.1,583,26,4.46,1,,
25650,293375,C21,2024-04,32.6,7.7,578,30,5.19,1,,
25651,293384,C21,2024-04,31.24,4.9,544,51,9.375,1,,
25652,293386,C21,2024-04,31.01,10.2,611,72,11.784,1,,
25653,293405,C21,2024-04,33.0,10.1,616,56,9.091,1,,
25654,293411,C21,2024-03,33.85,16.0,592,56,9.459,1,,
25655,293437,C21,2024-05,31.72,11.6,614,59,9.609,1,,
25656,293438,C21,2024-04,33.22,14.4,587,78,13.288,1,,
25657,293460,C21,2024-04,32.0,,109,8,7.339,0,2024-05,voluntary
25658,293497,C21,2024-05,34.01,13.4,628,21,3.344,1,,
25659,293517,C21,2024-04,36.22,9.7,580,47,8.103,1,,
25660,293527,C21,2024-03,32.68,,107,9,8.411,0,2024-04,performance
25661,293530,C21,2024-04,32.58,14.2,580,39,6.724,1,,
25662,293534,C21,2024-04,33.55,9.1,479,24,5.01,0,2024-09,attendance
25663,293540,C21,2024-04,32.85,16.7,548,56,10.219,1,,
25664,293548,C21,2024-04,36.94,12.2,633,75,11.848,1,,
25665,293590,C21,2024-05,34.31,8.6,319,23,7.21,0,2024-08,performance
25666,293599,C21,2024-05,35.69,9.8,611,34,5.565,1,,
25667,293604,C21,2024-05,33.94,9.2,582,48,8.247,1,,
25668,293610,C21,2024-05,32.39,10.3,577,61,10.572,1,,
25669,293618,C21,2024-05,35.87,7.7,579,42,7.254,1,,
25670,293635,C21,2024-05,32.49,13.2,388,66,17.01,0,2024-09,attendance
25671,293671,C21,2024-06,33.44,,210,19,9.048,0,2024-08,voluntary
25672,293674,C21,2024-04,31.9,11.4,628,23,3.662,1,,
25673,293688,C21,2024-05,33.16,13.2,589,75,12.733,1,,
25674,293703,C21,2024-05,34.47,7.5,555,26,4.685,1,,
25675,293727,C21,2024-05,36.19,13.1,574,51,8.885,1,,
25676,293730,C21,2024-05,32.54,11.6,588,46,7.823,1,,
25677,293742,C21,2024-05,34.44,12.3,569,62,10.896,1,,
25678,293744,C21,2024-05,33.98,9.3,624,18,2.885,1,,
25679,293745,C21,2024-05,31.45,16.3,594,83,13.973,1,,
25680,293768,C21,2024-07,31.58,12.1,600,69,11.5,1,,
25681,293771,C21,2024-06,32.24,6.8,581,64,11.015,1,,
25682,293782,C21,2024-06,34.23,10.9,552,82,14.855,1,,
25683,293789,C21,2024-05,34.09,7.8,635,56,8.819,1,,
25684,293807,C21,2024-06,33.22,12.7,551,55,9.982,1,,
25685,293823,C21,2024-05,32.29,9.3,281,38,13.523,0,2024-08,attendance
25686,293842,C21,2024-06,34.71,15.8,577,43,7.452,1,,
25687,293885,C21,2024-06,33.92,10.1,605,89,14.711,1,,
25688,293892,C21,2024-07,34.11,5.5,561,68,12.121,1,,
25689,293913,C21,2024-07,32.15,11.5,594,64,10.774,1,,
25690,293923,C21,2024-07,34.48,9.6,570,36,6.316,1,,
25691,293970,C21,2024-07,33.95,12.7,598,42,7.023,1,,
25692,293971,C21,2024-07,33.01,,580,69,11.897,1,,
25693,293977,C21,2024-06,33.15,10.4,321,41,12.773,0,2024-09,attendance
25694,294012,C21,2024-07,32.27,9.5,602,73,12.126,1,,
25695,294019,C21,2024-07,34.88,14.3,605,21,3.471,1,,
25696,294020,C21,2024-07,35.61,14.8,569,36,6.327,1,,
25697,294028,C21,2024-07,33.96,11.6,592,60,10.135,1,,
25698,294041,C21,2024-07,35.58,12.5,614,58,9.446,1,,
25699,294050,C21,2024-08,33.96,12.8,604,62,10.265,1,,
25700,294063,C21,2024-07,32.01,12.5,606,68,11.221,1,,
25701,294076,C21,2024-07,35.83,7.2,596,53,8.893,1,,
25702,294088,C21,2024-07,36.11,12.4,590,39,6.61,1,,
25703,294099,C21,2024-06,35.56,7.2,551,43,7.804,1,,
25704,294108,C21,2024-07,30.93,6.3,295,26,8.814,0,2024-10,voluntary
25705,294120,C21,2024-09,33.2,11.7,531,51,9.605,1,,
25706,294127,C21,2024-08,31.26,10.4,617,55,8.914,1,,
25707,294160,C21,2024-08,33.81,,190,25,13.158,0,2024-10,voluntary
25708,294177,C21,2024-09,32.73,13.2,617,41,6.645,0,2025-03,voluntary
25709,294205,C21,2024-07,32.76,14.2,618,47,7.605,1,,
25710,294219,C21,2024-08,31.17,9.7,616,69,11.201,1,,
25711,294221,C21,2024-09,32.18,7.5,600,35,5.833,1,,
25712,294229,C21,2024-07,31.94,12.9,630,64,10.159,1,,
25713,294238,C21,2024-08,33.76,10.6,633,75,11.848,0,2025-02,attendance
25714,294261,C21,2024-08,34.93,17.0,603,111,18.408,1,,
25715,294266,C21,2024-08,32.24,11.3,605,61,10.083,1,,
25716,294292,C21,2024-08,32.16,13.6,566,43,7.597,1,,
25717,294309,C21,2024-07,32.68,7.4,620,74,11.935,1,,
25718,294321,C21,2024-09,34.45,12.8,625,53,8.48,1,,
25719,294322,C21,2024-09,33.16,9.2,600,57,9.5,1,,
25720,294324,C21,2024-10,34.95,8.7,576,33,5.729,1,,
25721,294332,C21,2024-09,32.28,14.5,402,62,15.423,0,2025-01,attendance
25722,294361,C21,2024-09,34.43,17.0,560,67,11.964,1,,
25723,294362,C21,2024-09,33.06,11.3,593,29,4.89,1,,
25724,294367,C21,2024-09,31.92,12.5,612,73,11.928,1,,
25725,294368,C21,2024-09,35.86,3.5,624,13,2.083,1,,
25726,294400,C21,2024-09,36.82,8.8,588,67,11.395,1,,
25727,294404,C21,2024-09,33.47,14.3,580,48,8.276,1,,
25728,294411,C21,2024-09,31.56,6.3,550,37,6.727,1,,
25729,294439,C21,2024-10,33.58,12.7,584,42,7.192,1,,
25730,294476,C21,2024-10,33.02,9.9,598,60,10.033,1,,
25731,294483,C21,2024-10,31.75,11.3,589,88,14.941,1,,
25732,294485,C21,2024-10,32.73,,84,8,9.524,0,2024-11,voluntary
25733,294489,C21,2024-09,36.44,13.6,572,46,8.042,1,,
25734,294493,C21,2024-11,34.07,5.3,612,73,11.928,1,,
25735,294499,C21,2024-10,32.74,,95,11,11.579,0,2024-11,performance
25736,294507,C21,2024-10,34.87,11.0,608,45,7.401,1,,
25737,294512,C21,2024-10,35.59,3.7,587,22,3.748,1,,
25738,294515,C21,2024-10,35.72,17.3,625,47,7.52,1,,
25739,294518,C21,2024-10,33.96,8.1,593,81,13.659,1,,
25740,294550,C21,2024-09,31.66,8.1,628,43,6.847,0,2025-03,voluntary
25741,294564,C21,2024-10,31.2,10.9,595,48,8.067,1,,
25742,294568,C21,2024-09,31.95,13.5,625,72,11.52,1,,
25743,294611,C21,2024-10,32.22,10.4,563,63,11.19,1,,
25744,294618,C21,2024-10,34.57,7.7,611,93,15.221,1,,
25745,294634,C21,2024-10,34.3,,614,53,8.632,1,,
25746,294640,C21,2024-10,34.94,14.0,583,55,9.434,1,,
25747,294652,C21,2024-10,34.64,12.4,617,73,11.831,1,,
25748,294670,C21,2024-11,36.18,9.1,570,77,13.509,1,,
25749,294695,C21,2024-12,32.73,13.4,622,54,8.682,1,,
25750,294730,C21,2024-11,35.3,,217,44,20.276,0,2025-01,voluntary
25751,294743,C21,2024-11,32.2,12.8,276,48,17.391,0,2025-02,performance
25752,294788,C21,2024-12,32.91,11.5,537,41,7.635,0,2025-05,performance
25753,294791,C21,2024-11,34.07,,102,11,10.784,0,2024-12,voluntary
25754,294818,C21,2024-11,35.34,,200,15,7.5,0,2025-01,attendance
25755,294824,C21,2024-11,32.15,8.9,392,39,9.949,0,2025-03,voluntary
25756,294834,C21,2024-11,34.24,13.3,588,42,7.143,1,,
25757,294840,C21,2024-11,35.67,12.6,633,38,6.003,1,,
25758,294862,C21,2024-11,36.38,9.7,602,46,7.641,1,,
25759,294878,C21,2024-11,32.74,11.6,297,38,12.795,0,2025-02,voluntary
25760,294884,C21,2024-11,31.16,13.5,286,28,9.79,0,2025-02,performance
25761,294890,C21,2024-11,37.8,12.3,606,43,7.096,1,,
25762,294897,C21,2024-10,35.62,9.3,583,62,10.635,1,,
25763,294905,C21,2024-11,32.19,5.3,609,57,9.36,1,,
25764,294908,C21,2024-11,32.47,,96,9,9.375,0,2024-12,attendance
25765,294911,C21,2024-11,34.69,11.6,646,33,5.108,1,,
25766,294931,C21,2024-11,32.98,12.0,627,89,14.195,1,,
25767,294936,C21,2024-11,34.3,12.2,550,79,14.364,1,,
25768,294940,C21,2024-11,33.27,11.9,601,50,8.319,1,,
25769,294950,C21,2025-01,28.89,11.1,295,25,8.475,0,2025-04,voluntary
25770,294963,C21,2024-11,31.47,,184,29,15.761,0,2025-01,attendance
25771,294967,C21,2024-12,36.33,,95,12,12.632,0,2025-01,performance
25772,294981,C21,2024-11,33.31,15.1,643,7,1.089,1,,
25773,295006,C21,2024-11,32.37,11.0,277,22,7.942,0,2025-02,voluntary
25774,295045,C21,2024-12,34.12,9.0,568,39,6.866,1,,
25775,295055,C21,2024-12,33.0,9.7,329,45,13.678,0,2025-03,attendance
25776,295080,C21,2024-11,32.51,,86,14,16.279,0,2024-12,attendance
25777,295121,C21,2024-12,34.51,8.9,638,25,3.918,1,,
25778,295141,C21,2025-01,32.87,14.4,596,69,11.577,1,,
25779,295159,C21,2024-12,33.19,10.4,621,46,7.407,1,,
25780,295190,C21,2025-01,33.97,5.4,580,49,8.448,1,,
25781,295191,C21,2024-12,32.52,16.2,577,49,8.492,1,,
25782,295198,C21,2025-01,33.61,9.3,568,53,9.331,1,,
25783,295201,C21,2025-01,35.01,10.4,591,73,12.352,1,,
25784,295204,C21,2024-12,33.55,9.7,576,31,5.382,1,,
