placement_id,application_id,center_id,placement_month,certification_level,weeks_assigned,claims_closed,claims_reopened,reopen_rate_pct
11456,228430,C16,2021-02,entry,18,249,37,14.859
11457,228438,C16,2021-02,experienced,12,151,14,9.272
11458,228449,C16,2021-02,experienced,12,154,12,7.792
11459,228451,C16,2021-02,entry,15,178,24,13.483
11460,228466,C16,2021-02,entry,13,171,17,9.942
11461,228473,C16,2021-02,licensed,8,98,6,6.122
11462,228478,C16,2021-02,entry,13,173,13,7.514
11463,228482,C16,2021-02,entry,16,216,7,3.241
11464,228485,C16,2021-02,entry,11,141,18,12.766
11465,228493,C16,2021-02,licensed,16,193,22,11.399
11466,228517,C16,2021-03,experienced,10,152,12,7.895
11467,228518,C16,2021-03,experienced,9,111,5,4.505
11468,228525,C16,2021-03,licensed,8,104,9,8.654
11469,228529,C16,2021-03,licensed,8,92,15,16.304
11470,228546,C16,2021-03,experienced,13,166,10,6.024
11471,228558,C16,2021-03,experienced,12,158,20,12.658
11472,228562,C16,2021-03,entry,17,233,34,14.592
11473,228607,C16,2021-04,experienced,9,131,13,9.924
11474,228619,C16,2021-04,entry,7,92,7,7.609
11475,228624,C16,2021-04,entry,16,218,12,5.505
11476,228627,C16,2021-04,entry,10,114,6,5.263
11477,228628,C16,2021-04,licensed,13,176,10,5.682
11478,228635,C16,2021-04,licensed,12,179,18,10.056
11479,228639,C16,2021-04,entry,10,122,8,6.557
11480,228642,C16,2021-04,experienced,14,183,19,10.383
11481,228660,C16,2021-04,licensed,14,218,20,9.174
11482,228671,C16,2021-04,entry,15,241,17,7.054
11483,228673,C16,2021-05,licensed,12,162,13,8.025
11484,228680,C16,2021-05,experienced,16,188,14,7.447
11485,228683,C16,2021-05,entry,11,110,6,5.455
11486,228685,C16,2021-05,entry,11,159,10,6.289
11487,228687,C16,2021-05,entry,16,198,9,4.545
11488,228688,C16,2021-05,licensed,22,272,8,2.941
11489,228694,C16,2021-05,entry,17,237,35,14.768
11490,228699,C16,2021-05,licensed,13,166,20,12.048
11491,228700,C16,2021-05,licensed,11,138,5,3.623
11492,228702,C16,2021-05,licensed,12,153,14,9.15
11493,228703,C16,2021-05,entry,14,184,4,2.174
11494,228704,C16,2021-05,experienced,17,213,17,7.981
11495,228706,C16,2021-05,entry,19,240,15,6.25
11496,228707,C16,2021-05,licensed,9,123,6,4.878
11497,228709,C16,2021-05,experienced,16,215,10,4.651
11498,228716,C16,2021-05,entry,8,106,7,6.604
11499,228718,C16,2021-05,licensed,15,204,11,5.392
11500,228720,C16,2021-05,licensed,12,163,13,7.975
11501,228728,C16,2021-06,experienced,11,134,22,16.418
11502,228743,C16,2021-06,entry,8,99,13,13.131
11503,228758,C16,2021-06,experienced,12,155,17,10.968
11504,228764,C16,2021-06,licensed,12,160,20,12.5
11505,228769,C16,2021-06,entry,20,265,25,9.434
11506,228771,C16,2021-06,licensed,8,106,10,9.434
11507,228778,C16,2021-06,entry,7,92,11,11.957
11508,228779,C16,2021-06,licensed,9,123,7,5.691
11509,228784,C16,2021-06,experienced,13,181,19,10.497
11510,228797,C16,2021-06,entry,17,224,24,10.714
11511,228801,C16,2021-06,entry,18,230,19,8.261
11512,228806,C16,2021-06,licensed,11,155,14,9.032
11513,228820,C16,2021-06,entry,13,202,19,9.406
11514,228826,C16,2021-07,entry,18,252,1,0.397
11515,228854,C16,2021-07,entry,13,177,5,2.825
11516,228861,C16,2021-07,licensed,4,55,5,9.091
11517,228862,C16,2021-07,entry,12,150,16,10.667
11518,228866,C16,2021-07,entry,18,241,31,12.863
11519,228872,C16,2021-07,entry,17,209,18,8.612
11520,228897,C16,2021-07,experienced,13,166,9,5.422
11521,228903,C16,2021-07,entry,16,182,9,4.945
11522,228904,C16,2021-07,licensed,12,139,20,14.388
11523,228912,C16,2021-07,entry,15,205,18,8.78
11524,228913,C16,2021-07,entry,14,181,5,2.762
11525,228914,C16,2021-07,experienced,15,182,10,5.495
11526,228950,C16,2021-08,entry,16,201,22,10.945
11527,228956,C16,2021-08,entry,9,114,4,3.509
11528,228957,C16,2021-08,entry,20,265,18,6.792
11529,228959,C16,2021-08,licensed,13,176,11,6.25
11530,228961,C16,2021-08,entry,12,169,5,2.959
11531,228963,C16,2021-08,experienced,12,148,14,9.459
11532,228971,C16,2021-08,experienced,15,197,18,9.137
11533,228974,C16,2021-08,entry,22,299,26,8.696
11534,228986,C16,2021-08,licensed,23,295,23,7.797
11535,228990,C16,2021-08,entry,10,150,14,9.333
11536,228991,C16,2021-08,licensed,17,228,25,10.965
11537,228993,C16,2021-08,licensed,13,164,12,7.317
11538,229006,C16,2021-08,licensed,22,296,19,6.419
11539,229021,C16,2021-09,licensed,13,168,16,9.524
11540,229030,C16,2021-09,experienced,15,198,16,8.081
11541,229048,C16,2021-09,entry,16,208,8,3.846
11542,229063,C16,2021-09,experienced,10,126,12,9.524
11543,229095,C16,2021-09,licensed,17,220,6,2.727
11544,229151,C16,2021-09,experienced,14,176,17,9.659
11545,229159,C16,2021-09,entry,15,210,21,10.0
11546,229185,C16,2021-10,licensed,15,185,23,12.432
11547,229188,C16,2021-10,experienced,11,150,18,12.0
11548,229210,C16,2021-10,entry,12,159,6,3.774
11549,229217,C16,2021-10,experienced,14,160,17,10.625
11550,229218,C16,2021-10,entry,13,153,6,3.922
11551,229246,C16,2021-10,entry,4,63,3,4.762
11552,229252,C16,2021-10,licensed,17,226,27,11.947
11553,229260,C16,2021-10,licensed,17,211,17,8.057
11554,229288,C16,2021-11,licensed,20,259,51,19.691
11555,229289,C16,2021-11,entry,15,196,15,7.653
11556,229294,C16,2021-11,licensed,15,189,24,12.698
11557,229308,C16,2021-11,licensed,11,124,7,5.645
11558,229314,C16,2021-11,entry,11,144,10,6.944
11559,229331,C16,2021-11,licensed,13,173,8,4.624
11560,229339,C16,2021-12,experienced,14,162,2,1.235
11561,229342,C16,2021-12,entry,8,104,7,6.731
11562,229356,C16,2021-12,experienced,16,204,15,7.353
11563,229363,C16,2021-12,licensed,12,171,17,9.942
11564,229374,C16,2021-12,entry,20,249,8,3.213
11565,229377,C16,2021-12,experienced,17,237,16,6.751
11566,229387,C16,2021-12,entry,17,224,27,12.054
11567,229407,C16,2021-12,licensed,10,134,10,7.463
11568,229421,C16,2021-12,entry,11,137,9,6.569
11569,229427,C16,2021-12,licensed,20,266,14,5.263
11570,229445,C16,2021-12,licensed,10,135,6,4.444
11571,229475,C16,2022-01,entry,17,233,16,6.867
11572,229481,C16,2022-01,licensed,12,158,3,1.899
11573,229485,C16,2022-01,entry,21,267,27,10.112
11574,229487,C16,2022-01,entry,14,179,10,5.587
11575,229488,C16,2022-01,entry,12,176,20,11.364
11576,229496,C16,2022-01,experienced,15,186,30,16.129
11577,229504,C16,2022-01,entry,14,156,16,10.256
11578,229510,C16,2022-01,entry,15,164,3,1.829
11579,229511,C16,2022-01,entry,16,186,12,6.452
11580,229512,C16,2022-01,licensed,23,269,16,5.948
11581,229528,C16,2022-01,licensed,13,186,6,3.226
11582,229529,C16,2022-01,licensed,9,114,5,4.386
11583,229535,C16,2022-02,entry,10,133,3,2.256
11584,229539,C16,2022-02,licensed,14,177,8,4.52
11585,229541,C16,2022-02,experienced,9,125,7,5.6
11586,229544,C16,2022-02,experienced,11,165,28,16.97
11587,229570,C16,2022-02,experienced,13,182,14,7.692
11588,229574,C16,2022-02,entry,16,210,16,7.619
11589,229577,C16,2022-02,licensed,11,142,0,0.0
11590,229579,C16,2022-02,experienced,18,229,19,8.297
11591,229596,C16,2022-02,experienced,13,166,9,5.422
11592,229603,C16,2022-02,licensed,16,220,26,11.818
11593,229607,C16,2022-02,experienced,16,196,17,8.673
11594,229617,C16,2022-02,licensed,8,112,9,8.036
11595,229620,C16,2022-02,licensed,9,106,15,14.151
11596,229625,C16,2022-02,entry,17,246,18,7.317
11597,229630,C16,2022-02,licensed,14,182,19,10.44
11598,229651,C16,2022-02,experienced,14,181,19,10.497
11599,229676,C16,2022-02,entry,14,208,22,10.577
11600,229683,C16,2022-03,licensed,19,262,30,11.45
11601,229690,C16,2022-03,licensed,16,202,25,12.376
11602,229695,C16,2022-03,experienced,17,186,23,12.366
11603,229713,C16,2022-03,licensed,12,154,14,9.091
11604,229721,C16,2022-03,entry,10,119,20,16.807
11605,229724,C16,2022-03,experienced,15,194,17,8.763
11606,229728,C16,2022-03,experienced,12,160,13,8.125
11607,229754,C16,2022-03,entry,15,193,36,18.653
11608,229759,C16,2022-03,licensed,12,159,30,18.868
11609,229764,C16,2022-03,experienced,13,167,20,11.976
11610,229772,C16,2022-03,experienced,12,172,8,4.651
11611,229773,C16,2022-03,experienced,22,300,32,10.667
11612,229774,C16,2022-03,entry,14,184,12,6.522
11613,229792,C16,2022-03,licensed,7,97,9,9.278
11614,229798,C16,2022-03,entry,17,233,13,5.579
11615,229802,C16,2022-03,entry,12,141,12,8.511
11616,229813,C16,2022-04,licensed,12,161,5,3.106
11617,229830,C16,2022-04,entry,14,187,7,3.743
11618,229838,C16,2022-04,entry,12,174,15,8.621
11619,229839,C16,2022-04,licensed,11,127,18,14.173
11620,229845,C16,2022-04,entry,15,180,21,11.667
11621,229850,C16,2022-04,entry,14,172,10,5.814
11622,229856,C16,2022-04,licensed,12,160,9,5.625
11623,229863,C16,2022-04,entry,24,298,19,6.376
11624,229867,C16,2022-04,entry,17,243,17,6.996
11625,229874,C16,2022-04,licensed,12,166,17,10.241
11626,229876,C16,2022-04,licensed,10,143,6,4.196
11627,229877,C16,2022-04,licensed,14,204,20,9.804
11628,229879,C16,2022-04,entry,19,240,32,13.333
11629,229880,C16,2022-04,licensed,12,151,12,7.947
11630,229883,C16,2022-04,experienced,10,134,7,5.224
11631,229903,C16,2022-05,experienced,15,208,27,12.981
11632,229905,C16,2022-05,licensed,21,262,10,3.817
11633,229906,C16,2022-05,entry,13,146,4,2.74
11634,229911,C16,2022-05,experienced,6,92,7,7.609
11635,229918,C16,2022-05,licensed,10,124,3,2.419
11636,229919,C16,2022-05,experienced,23,321,30,9.346
11637,229924,C16,2022-05,licensed,16,211,14,6.635
11638,229926,C16,2022-05,entry,10,106,11,10.377
11639,229932,C16,2022-05,entry,18,229,38,16.594
11640,229933,C16,2022-05,entry,10,139,13,9.353
11641,229935,C16,2022-05,entry,10,137,12,8.759
11642,229938,C16,2022-05,entry,11,131,11,8.397
11643,229944,C16,2022-05,licensed,12,150,12,8.0
11644,229946,C16,2022-05,entry,15,219,7,3.196
11645,229950,C16,2022-05,licensed,16,214,12,5.607
11646,229951,C16,2022-05,entry,10,141,17,12.057
11647,229952,C16,2022-05,licensed,14,191,17,8.901
11648,229970,C16,2022-06,licensed,13,170,16,9.412
11649,229974,C16,2022-06,licensed,7,115,10,8.696
11650,229977,C16,2022-06,entry,17,211,22,10.427
11651,229981,C16,2022-06,licensed,6,61,6,9.836
11652,229990,C16,2022-06,licensed,9,132,10,7.576
11653,229992,C16,2022-06,licensed,19,246,28,11.382
11654,229993,C16,2022-06,experienced,13,174,19,10.92
11655,230003,C16,2022-06,licensed,7,86,10,11.628
11656,230006,C16,2022-06,experienced,10,131,11,8.397
11657,230011,C16,2022-06,entry,11,135,16,11.852
11658,230022,C16,2022-06,entry,15,195,22,11.282
11659,230023,C16,2022-06,entry,9,129,6,4.651
11660,230024,C16,2022-07,licensed,19,257,28,10.895
11661,230032,C16,2022-07,entry,17,243,12,4.938
11662,230033,C16,2022-07,experienced,10,137,17,12.409
11663,230046,C16,2022-07,licensed,10,148,6,4.054
11664,230048,C16,2022-07,experienced,18,212,24,11.321
11665,230060,C16,2022-07,licensed,14,183,5,2.732
11666,230063,C16,2022-07,licensed,17,249,31,12.45
11667,230065,C16,2022-07,experienced,12,170,9,5.294
11668,230083,C16,2022-07,experienced,10,146,16,10.959
11669,230087,C16,2022-07,experienced,11,162,20,12.346
11670,230090,C16,2022-07,licensed,12,192,9,4.688
11671,230092,C16,2022-07,experienced,8,105,3,2.857
11672,230096,C16,2022-07,entry,10,120,18,15.0
11673,230102,C16,2022-07,experienced,10,159,14,8.805
11674,230113,C16,2022-07,licensed,10,125,5,4.0
11675,230114,C16,2022-07,entry,13,173,14,8.092
11676,230116,C16,2022-07,experienced,15,182,6,3.297
11677,230121,C16,2022-07,experienced,14,192,19,9.896
11678,230123,C16,2022-07,licensed,13,170,11,6.471
11679,230147,C16,2022-08,entry,10,114,14,12.281
11680,230149,C16,2022-08,entry,18,209,15,7.177
11681,230152,C16,2022-08,entry,12,165,17,10.303
11682,230154,C16,2022-08,licensed,20,244,24,9.836
11683,230155,C16,2022-08,licensed,15,201,14,6.965
11684,230159,C16,2022-08,entry,13,157,18,11.465
11685,230160,C16,2022-08,experienced,18,206,17,8.252
11686,230161,C16,2022-08,experienced,9,107,7,6.542
11687,230166,C16,2022-08,experienced,16,231,22,9.524
11688,230178,C16,2022-08,licensed,14,192,40,20.833
11689,230179,C16,2022-08,licensed,14,188,23,12.234
11690,230186,C16,2022-08,experienced,12,176,7,3.977
11691,230188,C16,2022-08,entry,14,182,5,2.747
11692,230189,C16,2022-08,entry,12,161,9,5.59
11693,230190,C16,2022-08,experienced,12,171,15,8.772
11694,230192,C16,2022-08,experienced,15,197,20,10.152
11695,230193,C16,2022-08,licensed,12,157,12,7.643
11696,230195,C16,2022-08,entry,18,245,25,10.204
11697,230201,C16,2022-09,licensed,14,161,13,8.075
11698,230202,C16,2022-09,experienced,20,243,11,4.527
11699,230203,C16,2022-09,entry,22,281,15,5.338
11700,230209,C16,2022-09,entry,12,172,7,4.07
11701,230212,C16,2022-09,licensed,13,181,18,9.945
11702,230214,C16,2022-09,experienced,12,149,3,2.013
11703,230226,C16,2022-09,entry,14,178,8,4.494
11704,230227,C16,2022-09,licensed,13,174,7,4.023
11705,230229,C16,2022-09,entry,15,186,21,11.29
11706,230246,C16,2022-09,licensed,11,144,9,6.25
11707,230248,C16,2022-09,experienced,10,130,8,6.154
11708,230259,C16,2022-09,licensed,15,178,20,11.236
11709,230261,C16,2022-09,entry,13,159,25,15.723
11710,230262,C16,2022-09,entry,22,286,19,6.643
11711,230272,C16,2022-10,licensed,11,163,2,1.227
11712,230286,C16,2022-10,entry,20,232,16,6.897
11713,230288,C16,2022-10,licensed,16,192,19,9.896
11714,230290,C16,2022-10,experienced,17,227,14,6.167
11715,230298,C16,2022-10,experienced,11,161,17,10.559
11716,230318,C16,2022-10,experienced,9,104,9,8.654
11717,230335,C16,2022-10,experienced,7,99,13,13.131
11718,230338,C16,2022-10,licensed,11,133,17,12.782
11719,230406,C16,2022-11,licensed,10,134,12,8.955
11720,230409,C16,2022-11,experienced,18,232,33,14.224
11721,230411,C16,2022-11,experienced,14,196,31,15.816
11722,230417,C16,2022-11,entry,11,137,11,8.029
11723,230418,C16,2022-11,licensed,13,166,27,16.265
11724,230440,C16,2022-11,licensed,16,246,25,10.163
11725,230442,C16,2022-11,licensed,15,184,22,11.957
11726,230470,C16,2022-11,experienced,11,142,14,9.859
11727,230512,C16,2022-11,entry,18,239,6,2.51
11728,230529,C16,2022-12,experienced,17,236,23,9.746
11729,230550,C16,2022-12,entry,18,232,24,10.345
11730,230551,C16,2022-12,experienced,14,191,9,4.712
11731,230574,C16,2022-12,licensed,7,88,9,10.227
11732,230588,C16,2022-12,entry,15,188,11,5.851
11733,230593,C16,2022-12,entry,17,239,13,5.439
11734,230602,C16,2022-12,experienced,14,169,11,6.509
11735,230603,C16,2022-12,experienced,9,100,6,6.0
11736,230607,C16,2022-12,experienced,15,190,27,14.211
11737,230610,C16,2022-12,experienced,16,208,21,10.096
11738,230613,C16,2022-12,licensed,22,292,24,8.219
11739,230617,C16,2022-12,licensed,19,250,29,11.6
11740,230638,C16,2022-12,licensed,18,239,29,12.134
11741,230671,C16,2022-12,entry,17,212,30,14.151
11742,230705,C16,2023-01,experienced,11,139,14,10.072
11743,230706,C16,2023-01,entry,13,160,11,6.875
11744,230711,C16,2023-01,licensed,12,154,7,4.545
11745,230715,C16,2023-01,entry,16,199,11,5.528
11746,230717,C16,2023-01,experienced,12,163,9,5.521
11747,230718,C16,2023-01,entry,10,126,6,4.762
11748,230722,C16,2023-01,experienced,16,215,6,2.791
11749,230728,C16,2023-01,entry,14,190,15,7.895
11750,230734,C16,2023-01,entry,14,196,15,7.653
11751,230745,C16,2023-01,entry,13,170,10,5.882
11752,230750,C16,2023-01,entry,12,159,9,5.66
11753,230751,C16,2023-01,licensed,18,252,22,8.73
11754,230752,C16,2023-01,licensed,18,208,8,3.846
11755,230753,C16,2023-01,entry,7,98,6,6.122
11756,230787,C16,2023-02,licensed,16,221,33,14.932
11757,230792,C16,2023-02,licensed,20,225,32,14.222
11758,230796,C16,2023-02,experienced,15,193,22,11.399
11759,230800,C16,2023-02,entry,14,169,8,4.734
11760,230856,C16,2023-02,licensed,14,186,10,5.376
11761,230861,C16,2023-02,licensed,12,161,10,6.211
11762,230874,C16,2023-02,experienced,20,258,7,2.713
11763,230882,C16,2023-02,entry,16,211,19,9.005
11764,230888,C16,2023-02,licensed,14,169,18,10.651
11765,230913,C16,2023-02,licensed,16,205,13,6.341
11766,230960,C16,2023-02,experienced,14,194,10,5.155
11767,230966,C16,2023-02,licensed,17,246,14,5.691
11768,230998,C16,2023-03,licensed,8,96,5,5.208
11769,231010,C16,2023-03,entry,10,133,19,14.286
11770,231011,C16,2023-03,entry,12,178,15,8.427
11771,231013,C16,2023-03,experienced,21,287,38,13.24
11772,231020,C16,2023-03,entry,13,174,4,2.299
11773,231029,C16,2023-03,licensed,23,303,19,6.271
11774,231033,C16,2023-03,licensed,14,154,6,3.896
11775,231034,C16,2023-03,licensed,14,206,18,8.738
11776,231036,C16,2023-03,entry,18,249,28,11.245
11777,231050,C16,2023-03,entry,16,186,10,5.376
11778,231058,C16,2023-03,experienced,16,196,24,12.245
11779,231075,C16,2023-03,experienced,15,191,23,12.042
11780,231082,C16,2023-03,experienced,17,228,11,4.825
11781,231089,C16,2023-03,entry,23,294,27,9.184
11782,231110,C16,2023-04,licensed,16,213,10,4.695
11783,231113,C16,2023-04,licensed,11,146,15,10.274
11784,231142,C16,2023-04,experienced,16,188,25,13.298
11785,231148,C16,2023-04,licensed,11,127,3,2.362
11786,231157,C16,2023-04,licensed,14,179,10,5.587
11787,231180,C16,2023-04,entry,14,182,18,9.89
11788,231192,C16,2023-04,licensed,20,255,24,9.412
11789,231195,C16,2023-04,entry,9,118,5,4.237
11790,231199,C16,2023-04,experienced,12,172,13,7.558
11791,231224,C16,2023-05,entry,14,176,18,10.227
11792,231229,C16,2023-05,entry,13,176,14,7.955
11793,231231,C16,2023-05,entry,5,64,2,3.125
11794,231260,C16,2023-05,experienced,15,197,13,6.599
11795,231263,C16,2023-05,licensed,11,141,13,9.22
11796,231277,C16,2023-05,licensed,15,224,13,5.804
11797,231279,C16,2023-05,experienced,14,164,15,9.146
11798,231285,C16,2023-05,entry,15,186,8,4.301
11799,231299,C16,2023-05,licensed,8,102,9,8.824
11800,231314,C16,2023-05,experienced,15,205,29,14.146
11801,231329,C16,2023-05,entry,12,142,14,9.859
11802,231346,C16,2023-05,entry,13,150,12,8.0
11803,231360,C16,2023-06,experienced,10,117,6,5.128
11804,231361,C16,2023-06,licensed,18,246,11,4.472
11805,231368,C16,2023-06,licensed,16,209,19,9.091
11806,231370,C16,2023-06,licensed,15,177,18,10.169
11807,231371,C16,2023-06,licensed,15,192,21,10.938
11808,231388,C16,2023-06,entry,18,237,18,7.595
11809,231389,C16,2023-06,experienced,15,184,5,2.717
11810,231391,C16,2023-06,licensed,12,172,1,0.581
11811,231393,C16,2023-06,licensed,6,69,7,10.145
11812,231395,C16,2023-06,entry,7,93,12,12.903
11813,231396,C16,2023-06,licensed,15,198,18,9.091
11814,231399,C16,2023-06,entry,21,300,21,7.0
11815,231407,C16,2023-06,licensed,15,203,20,9.852
11816,231423,C16,2023-07,licensed,16,208,23,11.058
11817,231428,C16,2023-07,entry,14,191,15,7.853
11818,231436,C16,2023-07,experienced,16,209,33,15.789
11819,231437,C16,2023-07,experienced,14,170,19,11.176
11820,231447,C16,2023-07,entry,13,165,5,3.03
11821,231473,C16,2023-07,entry,11,134,17,12.687
11822,231475,C16,2023-07,entry,13,157,9,5.732
11823,231482,C16,2023-08,licensed,15,194,14,7.216
11824,231486,C16,2023-08,licensed,10,124,16,12.903
11825,231494,C16,2023-08,licensed,18,229,17,7.424
11826,231509,C16,2023-08,entry,10,152,20,13.158
11827,231514,C16,2023-08,experienced,9,127,6,4.724
11828,231515,C16,2023-08,licensed,15,215,11,5.116
11829,231520,C16,2023-08,entry,11,154,18,11.688
11830,231530,C16,2023-08,entry,11,137,16,11.679
11831,231534,C16,2023-08,licensed,17,208,7,3.365
11832,231548,C16,2023-08,experienced,10,136,9,6.618
11833,231551,C16,2023-08,licensed,11,146,10,6.849
11834,231557,C16,2023-08,licensed,18,245,26,10.612
11835,231564,C16,2023-08,entry,23,324,51,15.741
11836,231591,C16,2023-09,experienced,15,203,13,6.404
11837,231596,C16,2023-09,experienced,11,135,11,8.148
11838,231597,C16,2023-09,licensed,9,116,1,0.862
11839,231610,C16,2023-09,entry,9,115,11,9.565
11840,231611,C16,2023-09,entry,14,182,16,8.791
11841,231633,C16,2023-09,licensed,14,164,17,10.366
11842,231636,C16,2023-09,licensed,15,211,14,6.635
11843,231649,C16,2023-09,entry,10,126,4,3.175
11844,231652,C16,2023-09,experienced,22,301,28,9.302
11845,231706,C16,2023-09,licensed,17,232,25,10.776
11846,231722,C16,2023-09,licensed,8,98,4,4.082
11847,231736,C16,2023-10,entry,20,265,38,14.34
11848,231737,C16,2023-10,experienced,23,301,29,9.635
11849,231738,C16,2023-10,experienced,15,183,13,7.104
11850,231739,C16,2023-10,licensed,10,121,16,13.223
11851,231744,C16,2023-10,experienced,13,159,6,3.774
11852,231745,C16,2023-10,entry,7,80,7,8.75
11853,231747,C16,2023-10,licensed,9,123,10,8.13
11854,231751,C16,2023-10,licensed,21,281,26,9.253
11855,231755,C16,2023-10,licensed,10,127,15,11.811
11856,231756,C16,2023-10,licensed,14,151,13,8.609
11857,231757,C16,2023-10,entry,11,164,15,9.146
11858,231765,C16,2023-10,licensed,17,235,25,10.638
11859,231780,C16,2023-10,experienced,12,177,6,3.39
11860,231781,C16,2023-10,licensed,20,280,16,5.714
11861,231786,C16,2023-10,licensed,12,158,8,5.063
11862,231787,C16,2023-10,experienced,12,166,18,10.843
11863,231789,C16,2023-10,licensed,8,119,17,14.286
11864,231791,C16,2023-11,experienced,17,206,23,11.165
11865,231796,C16,2023-11,experienced,13,167,10,5.988
11866,231800,C16,2023-11,licensed,17,219,14,6.393
11867,231817,C16,2023-11,licensed,12,166,17,10.241
11868,231842,C16,2023-11,experienced,10,120,3,2.5
11869,231850,C16,2023-11,experienced,12,161,16,9.938
11870,231857,C16,2023-11,experienced,10,138,12,8.696
11871,231864,C16,2023-11,entry,9,129,23,17.829
11872,231865,C16,2023-11,entry,13,179,14,7.821
11873,231870,C16,2023-11,licensed,11,165,11,6.667
11874,231888,C16,2023-11,licensed,15,183,6,3.279
11875,231906,C16,2023-11,entry,10,117,12,10.256
11876,231910,C16,2023-12,experienced,21,262,31,11.832
11877,231918,C16,2023-12,entry,15,202,16,7.921
11878,231921,C16,2023-12,licensed,16,231,7,3.03
11879,231923,C16,2023-12,entry,16,210,7,3.333
11880,231927,C16,2023-12,entry,20,250,24,9.6
11881,231928,C16,2023-12,entry,16,205,20,9.756
11882,231929,C16,2023-12,experienced,20,225,21,9.333
11883,231951,C16,2023-12,licensed,13,168,8,4.762
11884,231955,C16,2023-12,experienced,11,146,17,11.644
11885,231962,C16,2023-12,entry,10,129,10,7.752
11886,231964,C16,2023-12,licensed,16,222,32,14.414
11887,231965,C16,2023-12,experienced,15,195,12,6.154
11888,231967,C16,2023-12,experienced,13,150,5,3.333
11889,231972,C16,2023-12,entry,12,146,17,11.644
11890,231979,C16,2023-12,licensed,11,117,4,3.419
11891,231983,C16,2023-12,entry,15,182,12,6.593
11892,231988,C16,2023-12,entry,11,147,16,10.884
11893,231997,C16,2024-01,experienced,11,158,21,13.291
11894,232019,C16,2024-01,licensed,15,199,24,12.06
11895,232020,C16,2024-01,experienced,10,128,15,11.719
11896,232027,C16,2024-01,experienced,15,195,18,9.231
11897,232028,C16,2024-01,experienced,9,119,13,10.924
11898,232032,C16,2024-01,experienced,11,138,12,8.696
11899,232049,C16,2024-01,experienced,18,195,18,9.231
11900,232057,C16,2024-01,licensed,15,194,6,3.093
11901,232059,C16,2024-01,entry,19,259,19,7.336
11902,232081,C16,2024-01,entry,13,176,1,0.568
11903,232097,C16,2024-01,entry,21,289,45,15.571
11904,232113,C16,2024-01,entry,11,153,21,13.725
11905,232121,C16,2024-01,licensed,7,71,2,2.817
11906,232134,C16,2024-02,experienced,21,262,17,6.489
11907,232151,C16,2024-02,entry,13,164,16,9.756
11908,232152,C16,2024-02,licensed,12,162,19,11.728
11909,232175,C16,2024-02,entry,13,169,18,10.651
11910,232179,C16,2024-02,entry,12,134,17,12.687
11911,232188,C16,2024-02,experienced,12,160,23,14.375
11912,232222,C16,2024-02,licensed,13,185,11,5.946
11913,232224,C16,2024-02,licensed,24,285,34,11.93
11914,232225,C16,2024-02,experienced,10,140,17,12.143
11915,232234,C16,2024-02,experienced,16,219,16,7.306
11916,232245,C16,2024-02,licensed,17,226,23,10.177
11917,232258,C16,2024-02,entry,17,217,13,5.991
11918,232293,C16,2024-03,licensed,15,178,17,9.551
11919,232309,C16,2024-03,experienced,17,244,11,4.508
11920,232311,C16,2024-03,experienced,12,159,6,3.774
11921,232315,C16,2024-03,licensed,13,154,19,12.338
11922,232324,C16,2024-03,entry,16,231,25,10.823
11923,232328,C16,2024-03,entry,21,268,28,10.448
11924,232330,C16,2024-03,entry,20,270,46,17.037
11925,232366,C16,2024-04,experienced,17,220,14,6.364
11926,232370,C16,2024-04,entry,14,196,2,1.02
11927,232371,C16,2024-04,experienced,19,224,22,9.821
11928,232379,C16,2024-04,experienced,17,207,15,7.246
11929,232389,C16,2024-04,entry,11,139,7,5.036
11930,232403,C16,2024-04,experienced,13,155,8,5.161
11931,232409,C16,2024-04,experienced,13,167,12,7.186
11932,232410,C16,2024-04,experienced,15,187,14,7.487
11933,232427,C16,2024-04,licensed,13,168,12,7.143
11934,232432,C16,2024-04,experienced,17,190,12,6.316
11935,232470,C16,2024-05,experienced,12,153,4,2.614
11936,232476,C16,2024-05,licensed,14,194,15,7.732
11937,232479,C16,2024-05,entry,18,253,16,6.324
11938,232482,C16,2024-05,entry,7,104,8,7.692
11939,232486,C16,2024-05,entry,16,204,6,2.941
11940,232488,C16,2024-05,entry,13,159,24,15.094
11941,232489,C16,2024-05,experienced,8,110,10,9.091
11942,232500,C16,2024-05,experienced,15,211,19,9.005
11943,232504,C16,2024-05,experienced,16,207,14,6.763
11944,232510,C16,2024-05,experienced,14,174,23,13.218
11945,232519,C16,2024-05,experienced,13,174,20,11.494
11946,232520,C16,2024-05,experienced,17,226,28,12.389
11947,232521,C16,2024-05,licensed,16,221,21,9.502
11948,232539,C16,2024-05,experienced,13,173,11,6.358
11949,232542,C16,2024-05,entry,18,218,19,8.716
11950,232544,C16,2024-05,licensed,13,141,9,6.383
11951,232546,C16,2024-05,experienced,15,186,24,12.903
11952,232555,C16,2024-05,entry,18,219,24,10.959
11953,232559,C16,2024-05,licensed,16,222,17,7.658
11954,232561,C16,2024-05,experienced,8,99,8,8.081
11955,232574,C16,2024-05,entry,15,186,13,6.989
11956,232575,C16,2024-05,entry,14,187,10,5.348
11957,232578,C16,2024-05,experienced,11,129,12,9.302
11958,232581,C16,2024-05,entry,17,241,33,13.693
11959,232584,C16,2024-05,licensed,21,294,30,10.204
