center_id,month,ats,openings,applications_received,apps_per_opening,applications_reviewed,recruiter_minutes_per_application,days_to_fill,local_unemployment_rate,wage_index,recruiter_hourly_rate,grader_hourly_rate,sourcing_cost_per_opening,training_cost_per_hire,ramp_productivity_loss_per_hire,vacancy_cost_per_day,separation_cost_per_exit,claims_per_adjuster_6mo,cost_per_reopened_claim
C20,2022-11,legacy,17,2627,154.5,174,6.02,22.4,3.79,1.064,51.13,45.48,499.78,3880.27,5098.41,182.36,1977.75,609,289.43
C20,2022-12,legacy,15,2405,160.3,180,5.8,20.7,4.06,1.067,51.35,45.46,732.27,3588.75,4913.59,158.81,1721.47,609,255.07
C20,2023-01,legacy,18,2552,141.8,169,6.56,25.7,4.0,1.07,52.64,44.55,619.3,3891.36,5193.26,177.12,2195.64,609,225.97
C20,2023-02,legacy,20,3096,154.8,235,5.96,23.8,3.79,1.073,51.51,44.37,699.73,3957.71,5099.73,172.02,1846.14,609,303.93
C20,2023-03,legacy,18,2763,153.5,190,5.97,17.7,3.79,1.076,49.73,44.86,510.3,4126.6,5433.53,174.41,1986.75,609,295.3
C20,2023-04,legacy,18,2675,148.6,176,6.11,23.3,4.05,1.079,51.95,43.29,567.82,3774.96,4816.18,158.05,1796.63,609,267.35
C20,2023-05,legacy,17,2874,169.1,156,5.31,26.8,4.09,1.082,52.69,45.88,584.87,3757.5,5723.63,154.53,1735.6,609,243.7
C20,2023-06,legacy,14,2160,154.3,118,5.75,26.8,3.86,1.085,51.41,44.73,702.98,4167.01,5079.46,170.41,2159.44,609,273.66
C20,2023-07,legacy,13,2332,179.4,144,4.88,26.3,4.0,1.088,51.2,46.9,674.44,4070.41,5143.38,179.85,2107.73,609,292.86
C20,2023-08,legacy,13,2145,165.0,103,5.24,23.0,4.0,1.09,52.53,44.67,553.08,3952.8,5683.99,190.25,1984.1,609,273.92
C20,2023-09,new,19,3115,163.9,225,5.19,21.9,3.63,1.093,51.92,44.88,619.7,3706.32,5244.1,159.92,1980.24,609,280.19
C20,2023-10,new,17,3012,177.2,194,4.73,26.6,3.87,1.096,51.12,44.28,557.61,4064.25,5017.99,165.14,2118.19,609,261.71
C20,2023-11,new,27,4596,170.2,330,4.83,25.1,3.7,1.099,53.1,45.72,609.1,3804.4,4694.29,190.13,1900.84,609,264.73
C20,2023-12,new,20,3816,190.8,197,4.24,31.6,3.83,1.102,54.38,44.21,607.21,4344.43,5240.51,203.54,2056.29,609,289.92
C20,2024-01,new,13,2509,193.0,143,4.11,27.6,3.38,1.105,53.03,46.33,628.11,4364.41,5003.51,176.92,1973.29,609,285.81
C20,2024-02,new,15,2649,176.6,168,4.41,21.5,3.41,1.108,53.13,46.56,525.6,4262.6,4976.34,162.35,1713.06,609,235.64
C20,2024-03,new,15,2828,188.5,186,4.05,31.1,3.63,1.111,53.45,46.36,684.54,4094.35,5597.04,176.56,2118.23,609,213.84
C20,2024-04,new,18,3643,202.4,217,3.7,31.0,3.55,1.114,53.26,48.11,549.52,4164.43,5214.07,162.73,2212.86,609,286.92
C20,2024-05,new,14,2814,201.0,158,3.66,30.5,3.34,1.117,52.85,47.77,554.34,3911.35,5150.51,156.07,1949.12,609,264.19
C20,2024-06,new,15,2883,192.2,163,3.76,25.4,3.8,1.12,51.57,44.65,640.25,3935.19,5103.99,170.99,2021.55,609,292.54
C20,2024-07,new,13,2865,220.4,146,3.22,27.6,3.67,1.122,52.43,46.55,614.2,4130.65,4729.57,177.65,2029.04,609,243.25
C20,2024-08,new,21,4769,227.1,267,3.08,27.5,3.68,1.125,54.03,47.56,660.73,3940.61,5468.28,158.5,2174.51,609,243.31
C20,2024-09,new,19,3694,194.4,236,3.54,28.9,3.52,1.128,52.76,47.09,613.81,4111.27,5109.31,158.84,1810.36,609,251.94
C20,2024-10,new,16,3744,234.0,243,2.9,24.7,3.53,1.131,54.02,47.93,620.35,4267.82,5095.89,145.82,2176.63,609,242.86
C20,2024-11,new,21,4035,192.1,243,3.49,25.4,3.8,1.134,54.0,48.41,716.48,4102.37,4793.87,170.88,2213.2,609,287.33
C20,2024-12,new,16,3468,216.8,189,3.06,29.0,3.71,1.137,53.59,46.07,661.34,4115.1,5933.6,159.37,2133.94,609,232.85
C20,2025-01,new,24,5081,211.7,274,3.1,24.9,3.54,1.14,54.27,47.88,713.07,3870.67,5478.49,172.29,1881.11,609,269.69
C20,2025-02,new,20,4291,214.6,257,3.03,29.6,3.6,1.143,54.6,46.52,528.42,4041.97,5385.13,172.8,1851.95,609,265.49
C20,2025-03,new,18,4055,225.3,235,2.87,28.4,3.58,1.146,53.98,47.27,543.04,4082.13,5839.59,179.28,1779.71,609,260.34
C20,2025-04,new,22,4602,209.2,296,3.06,30.0,3.41,1.149,53.25,46.08,612.18,4142.74,5570.42,194.46,1942.24,609,249.04
C20,2025-05,new,16,3578,223.6,186,2.85,28.0,3.4,1.152,54.82,48.46,611.09,4120.35,5419.0,194.62,2089.14,609,265.63
C20,2025-06,new,24,5984,249.3,274,2.54,31.2,3.16,1.155,58.24,46.93,658.88,4177.67,5194.67,165.42,2049.2,609,269.26
C20,2025-07,new,14,3258,232.7,185,2.71,30.6,3.64,1.158,55.27,46.73,633.52,4205.45,5184.04,180.06,1850.4,609,275.91
C20,2025-08,new,11,2728,248.0,126,2.53,29.1,3.34,1.16,55.58,48.6,794.72,4605.61,5453.33,192.46,2016.98,609,272.75
C20,2025-09,new,14,3355,239.6,170,2.61,32.9,3.33,1.163,54.49,49.04,620.01,4862.96,5230.89,183.12,2239.9,609,229.0
C20,2025-10,new,23,4771,207.4,333,3.01,28.4,3.14,1.166,56.42,46.87,620.66,4255.77,5393.1,191.67,2007.71,609,259.83
C20,2025-11,new,13,3299,253.8,173,2.45,32.0,3.64,1.169,55.52,48.11,546.58,4066.44,6013.64,193.73,2231.68,609,278.68
C20,2025-12,new,20,4815,240.8,228,2.58,31.0,3.0,1.172,53.66,47.51,629.47,4174.27,6116.56,190.9,1945.35,609,290.79
C21,2021-01,legacy,16,2505,156.6,171,5.94,24.5,4.96,1.0,66.13,56.97,859.15,5628.9,6771.2,218.37,2228.47,594,370.31
C21,2021-02,legacy,17,2504,147.3,156,6.31,21.9,4.74,1.003,64.57,57.11,624.59,4838.39,6013.2,244.42,2580.12,594,308.55
C21,2021-03,legacy,25,3652,146.1,291,6.37,23.8,5.23,1.006,64.79,56.13,822.3,4913.59,5402.07,217.52,2485.24,594,379.69
C21,2021-04,legacy,16,2266,141.6,191,6.57,23.6,5.19,1.009,64.76,56.09,824.71,5315.83,6180.02,203.68,2566.62,594,334.09
C21,2021-05,legacy,12,1791,149.2,95,6.23,19.0,4.77,1.012,67.32,57.6,739.17,4395.66,6136.96,219.85,2639.47,594,350.14
C21,2021-06,legacy,12,1820,151.7,139,6.13,22.8,5.04,1.015,64.7,57.27,670.33,5213.47,6603.79,229.44,2451.98,594,371.4
C21,2021-07,legacy,14,2089,149.2,163,6.23,22.5,5.22,1.018,66.31,57.52,681.84,4916.1,6556.73,210.09,2453.4,594,375.42
C21,2021-08,legacy,8,1194,149.2,76,6.23,22.4,5.29,1.02,66.4,56.24,660.75,4963.56,6747.37,203.13,2578.99,594,322.42
C21,2021-09,legacy,14,1881,134.4,120,6.92,19.3,5.25,1.023,65.12,56.38,786.12,4996.74,6636.88,198.73,2702.42,594,330.23
C21,2021-10,legacy,15,2161,144.1,142,6.46,23.4,4.93,1.026,68.11,58.79,711.56,4645.6,6351.68,207.5,2492.27,594,376.64
C21,2021-11,legacy,16,2300,143.8,148,6.47,21.7,5.11,1.029,67.81,57.95,632.13,4744.26,6987.1,194.32,2292.52,594,336.65
C21,2021-12,legacy,15,2299,153.3,153,6.07,21.8,5.27,1.032,66.38,58.04,748.16,5414.73,6046.64,235.31,2354.28,594,355.23
C21,2022-01,legacy,15,2199,146.6,142,6.34,18.0,5.0,1.035,70.17,58.51,830.48,4913.78,6028.78,210.16,2587.79,594,351.26
C21,2022-02,legacy,19,2786,146.6,154,6.34,24.0,5.26,1.038,66.13,58.66,648.75,5301.03,6638.24,229.93,2421.82,594,342.01
C21,2022-03,legacy,21,3178,151.3,185,6.15,19.9,4.92,1.041,65.92,58.88,754.93,5361.18,6840.58,204.25,2615.01,594,423.89
C21,2022-04,legacy,16,2342,146.4,166,6.35,23.7,4.93,1.044,66.18,59.01,804.07,4763.8,6862.21,242.13,3080.13,594,351.43
C21,2022-05,legacy,21,3109,148.0,220,6.28,18.8,4.43,1.047,68.47,59.52,729.15,4806.29,6430.23,242.7,2780.73,594,428.48
C21,2022-06,legacy,14,2247,160.5,168,5.79,20.4,4.29,1.05,67.49,57.58,738.21,4911.14,6219.96,204.43,2265.57,594,383.41
C21,2022-07,legacy,18,2683,149.1,177,6.24,16.1,4.55,1.052,67.98,60.68,856.27,5099.82,6217.65,223.22,2715.98,594,354.82
C21,2022-08,legacy,10,1427,142.7,108,6.52,15.3,4.94,1.055,68.03,59.88,698.1,4850.5,5924.95,230.41,2533.12,594,369.36
C21,2022-09,legacy,11,1714,155.8,110,5.97,18.6,4.61,1.058,68.98,57.83,683.17,5134.29,6658.18,234.5,2473.46,594,342.67
C21,2022-10,legacy,17,2681,157.7,203,5.9,19.6,5.24,1.061,71.19,58.74,789.57,5306.04,7017.18,250.67,2199.43,594,346.81
C21,2022-11,legacy,20,3122,156.1,191,5.96,15.8,4.61,1.064,69.0,58.64,934.47,5959.64,6593.26,264.81,2462.72,594,461.33
C21,2022-12,legacy,13,1811,139.3,154,6.68,19.2,5.05,1.067,67.79,62.21,872.84,4815.47,6592.64,254.71,2775.87,594,368.81
C21,2023-01,legacy,11,1749,159.0,134,5.85,21.0,4.58,1.07,70.28,60.73,720.38,5607.76,6774.11,219.47,2612.86,594,401.43
C21,2023-02,legacy,15,2274,151.6,220,6.09,16.6,4.58,1.073,71.49,61.67,884.07,4785.8,7153.35,271.84,2580.7,594,378.99
C21,2023-03,legacy,15,2298,153.2,167,5.98,17.7,4.51,1.076,71.24,63.15,805.76,6024.87,6329.38,212.03,2326.6,594,320.01
C21,2023-04,legacy,25,3845,153.8,271,5.9,15.7,4.58,1.079,69.41,60.71,824.57,5549.72,7128.65,224.4,2266.74,594,299.64
C21,2023-05,legacy,20,3165,158.2,255,5.67,18.7,4.54,1.082,71.16,60.89,793.98,5691.26,6513.28,240.83,2379.22,594,375.49
C21,2023-06,legacy,20,3195,159.8,188,5.56,26.9,4.24,1.085,69.87,61.24,822.64,5973.67,6840.74,212.45,2625.26,594,365.41
C21,2023-07,legacy,15,2559,170.6,145,5.14,26.6,4.59,1.088,69.23,58.92,774.03,5456.55,7190.84,237.09,2875.59,594,375.93
C21,2023-08,legacy,18,2883,160.2,175,5.39,28.7,4.44,1.09,72.2,62.49,735.75,5462.15,7353.91,210.09,2700.78,594,357.25
C21,2023-09,legacy,17,2696,158.6,199,5.37,18.7,4.43,1.093,68.9,62.4,639.74,4876.48,6757.25,215.85,2586.7,594,344.42
C21,2023-10,legacy,17,2840,167.1,189,5.01,31.8,4.23,1.096,71.5,62.28,827.02,5256.18,6784.32,259.1,2550.61,594,365.67
C21,2023-11,legacy,25,4038,161.5,212,5.09,21.1,4.53,1.099,68.4,62.41,969.3,5553.0,7680.4,216.08,2343.23,594,447.96
C21,2023-12,legacy,19,3324,174.9,238,4.62,22.2,4.41,1.102,73.28,63.52,703.3,5491.43,6503.87,197.85,2781.95,594,328.69
C21,2024-01,legacy,9,1506,167.3,81,4.74,25.2,4.5,1.105,73.0,64.08,729.15,5316.05,6736.78,244.42,2621.3,594,347.65
C21,2024-02,legacy,17,2974,174.9,187,4.45,24.7,3.94,1.108,72.6,63.17,800.28,5112.23,7010.15,236.48,2649.24,594,349.79
C21,2024-03,new,16,2994,187.1,213,4.08,29.2,4.34,1.111,71.6,62.37,713.38,5315.04,6517.03,198.8,3043.19,594,408.84
C21,2024-04,new,15,3122,208.1,178,3.6,27.2,4.43,1.114,71.08,64.64,765.0,5823.22,7645.48,228.14,2833.39,594,354.91
C21,2024-05,new,11,2281,207.4,143,3.55,27.1,4.0,1.117,73.32,63.13,871.85,5811.47,7282.98,229.33,2585.81,594,336.31
C21,2024-06,new,16,3096,193.5,218,3.73,27.2,4.1,1.12,72.49,62.39,794.78,6329.1,7338.86,235.03,2757.01,594,368.15
C21,2024-07,new,14,2826,201.9,206,3.52,31.9,4.3,1.122,71.5,60.97,707.29,5363.91,6690.87,229.53,2928.27,594,387.84
C21,2024-08,new,12,2523,210.2,136,3.32,30.3,3.96,1.125,71.17,63.14,874.76,5664.33,7199.38,216.11,2680.49,594,406.58
C21,2024-09,new,19,3728,196.2,198,3.51,27.6,4.37,1.128,73.44,64.21,942.11,5236.65,7425.91,214.59,2438.16,594,369.44
C21,2024-10,new,25,5027,201.1,289,3.38,29.5,4.3,1.131,71.97,64.35,798.4,6184.58,7811.3,236.32,2858.92,594,401.18
C21,2024-11,new,18,4006,222.6,280,3.01,29.6,4.56,1.134,72.55,63.35,866.45,5644.93,7381.7,200.37,2802.49,594,377.2
C21,2024-12,new,15,3371,224.7,207,2.95,29.0,4.43,1.137,74.13,63.26,739.14,5363.04,6675.44,221.09,2705.7,594,368.47
C21,2025-01,new,15,3567,237.8,152,2.76,23.9,3.78,1.14,73.38,63.79,745.24,5590.46,7648.01,223.73,3054.69,594,338.39
C21,2025-02,new,14,2877,205.5,177,3.17,29.0,4.27,1.143,72.09,63.84,733.19,5735.1,7048.24,231.8,2462.4,594,383.17
C21,2025-03,new,22,4797,218.0,233,2.96,32.2,4.29,1.146,74.99,64.55,778.7,6122.35,7438.33,228.92,3138.09,594,413.01
C21,2025-04,new,14,2786,199.0,154,3.22,27.1,4.15,1.149,75.43,65.03,787.85,5271.78,7122.31,266.46,2680.45,594,344.43
C21,2025-05,new,20,4977,248.8,282,2.56,29.0,4.12,1.152,71.66,62.7,745.82,5235.89,8012.46,227.08,2727.54,594,336.03
C21,2025-06,new,17,3553,209.0,168,3.03,24.2,4.23,1.155,77.53,63.97,823.82,5542.25,7476.41,276.57,2681.25,594,399.44
C21,2025-07,new,18,4017,223.2,138,2.83,28.8,4.2,1.158,74.73,66.92,713.7,5264.72,7373.41,259.49,2705.8,594,336.37
C21,2025-08,new,20,5078,253.9,360,2.47,26.1,3.99,1.16,75.47,64.79,829.47,5480.49,7116.61,235.65,2896.82,594,345.66
C21,2025-09,new,20,4944,247.2,280,2.53,32.2,4.1,1.163,74.41,66.92,785.96,5779.57,7686.64,262.23,2606.44,594,374.05
C21,2025-10,new,13,2819,216.8,145,2.88,30.1,4.21,1.166,75.77,65.87,791.78,6914.95,7237.45,217.08,2839.74,594,300.8
C21,2025-11,new,14,3645,260.4,185,2.39,30.9,4.26,1.169,71.93,64.48,754.15,5472.41,7273.65,232.04,2879.48,594,410.61
C21,2025-12,new,15,3522,234.8,162,2.65,37.2,4.45,1.172,74.82,65.79,754.72,5361.39,7464.54,243.35,2843.33,594,326.5
C22,2021-01,legacy,27,3826,141.7,301,6.56,20.8,4.16,1.0,64.0,55.51,756.17,4757.08,6148.32,215.36,2605.48,643,340.74
C22,2021-02,legacy,17,2596,152.7,215,6.09,22.0,4.3,1.003,62.17,54.88,660.07,5216.46,6174.07,182.65,2389.6,643,430.64
C22,2021-03,legacy,26,4058,156.1,264,5.96,15.9,4.72,1.006,62.36,55.16,810.51,4744.37,5297.31,211.05,2523.56,643,353.11
C22,2021-04,legacy,21,3275,156.0,211,5.96,23.6,3.75,1.009,65.06,56.54,702.46,5274.83,5871.57,220.5,2220.95,643,389.84
C22,2021-05,legacy,18,2392,132.9,181,7.0,23.2,3.69,1.012,64.76,56.4,753.03,4830.38,6735.89,217.15,2408.39,643,373.35
C22,2021-06,legacy,21,3513,167.3,189,5.56,21.3,3.66,1.015,63.37,56.31,605.83,5046.51,6486.13,246.22,2246.28,643,337.24
C22,2021-07,new,24,3287,137.0,240,6.79,16.9,3.71,1.018,64.76,55.84,740.63,4878.12,6582.02,173.5,2334.17,643,290.48
C22,2021-08,new,16,2375,148.4,188,6.27,24.5,4.15,1.02,63.39,55.7,728.92,4725.54,6332.73,220.04,2215.58,643,356.81
C22,2021-09,new,26,4247,163.3,231,5.69,19.5,4.2,1.023,62.86,55.71,811.98,4713.56,6151.06,219.1,2616.15,643,360.12
C22,2021-10,new,22,3383,153.8,236,6.05,24.9,3.88,1.026,66.46,54.27,764.02,4893.86,5844.43,224.83,2350.1,643,315.84
C22,2021-11,new,15,2250,150.0,162,6.2,25.7,3.97,1.029,65.51,55.64,766.98,4737.46,6692.61,206.33,2756.36,643,340.17
C22,2021-12,new,23,3337,145.1,207,6.41,17.2,4.26,1.032,63.05,55.79,626.34,5141.3,6897.28,234.29,2504.18,643,422.89
C22,2022-01,new,18,2797,155.4,229,5.98,18.3,4.24,1.035,66.06,56.23,726.52,4920.93,7128.45,174.02,2499.97,643,347.17
C22,2022-02,new,19,3094,162.8,232,5.71,23.4,4.01,1.038,62.51,55.52,637.06,4851.81,6371.75,241.83,3018.95,643,395.73
C22,2022-03,new,34,4950,145.6,303,6.39,25.4,3.25,1.041,65.47,56.56,737.88,4716.28,6992.25,195.62,2573.68,643,329.84
C22,2022-04,new,28,4314,154.1,258,6.04,23.2,3.24,1.044,65.28,59.2,823.98,4614.84,5698.49,236.31,2352.82,643,375.91
C22,2022-05,new,21,3089,147.1,146,6.32,19.4,4.05,1.047,62.53,57.33,665.34,4828.34,6089.34,199.64,2298.44,643,382.69
C22,2022-06,new,22,3228,146.7,195,6.34,21.3,3.5,1.05,63.87,57.15,776.88,5361.14,6204.17,228.85,2560.48,643,300.56
C22,2022-07,new,22,2932,133.3,262,6.98,20.1,3.91,1.052,67.15,58.38,766.65,4972.16,7019.96,208.87,2445.01,643,333.0
C22,2022-08,new,23,3510,152.6,269,6.09,14.8,3.86,1.055,66.07,58.94,738.38,5390.21,5853.88,206.96,2311.39,643,317.87
C22,2022-09,new,25,3970,158.8,308,5.86,21.4,3.77,1.058,64.49,59.11,829.03,4835.36,6644.12,237.37,2684.69,643,281.41
C22,2022-10,new,24,3578,149.1,325,6.24,20.8,4.05,1.061,64.92,58.66,747.52,5158.87,6902.35,211.55,2428.01,643,352.43
C22,2022-11,new,18,2878,159.9,195,5.82,21.9,3.67,1.064,67.45,58.87,695.21,4766.78,6007.85,237.76,2637.66,643,336.9
C22,2022-12,new,28,4256,152.0,293,6.12,23.3,3.67,1.067,65.37,58.79,825.48,5055.91,7386.82,205.4,2908.14,643,382.63
C22,2023-01,new,20,3232,161.6,215,5.75,25.6,3.44,1.13,69.61,61.31,752.24,5182.04,6294.59,210.12,2580.25,643,348.4
C22,2023-02,new,22,3378,153.5,187,6.01,24.4,3.47,1.133,69.96,60.44,1047.83,5286.13,7408.42,211.64,2574.18,643,397.3
C22,2023-03,new,18,2717,150.9,146,6.07,18.5,3.53,1.136,72.25,61.65,701.11,5545.96,7599.63,220.74,2763.95,643,343.89
C22,2023-04,new,30,4557,151.9,323,5.97,22.4,3.27,1.139,70.67,63.18,785.64,5622.98,7266.93,246.41,2765.39,643,363.17
C22,2023-05,new,24,3830,159.6,261,5.63,21.1,3.53,1.142,72.12,63.49,844.22,5164.0,6998.0,238.48,2640.55,643,390.74
C22,2023-06,new,25,4103,164.1,302,5.41,23.8,3.71,1.145,72.23,64.64,727.59,5001.47,6934.21,236.95,2828.42,643,342.87
C22,2023-07,new,26,4081,157.0,216,5.58,24.7,3.59,1.148,70.7,64.24,753.39,5445.92,7152.56,256.74,2749.96,643,313.15
C22,2023-08,new,19,3152,165.9,195,5.21,32.2,3.56,1.15,73.29,62.44,638.52,5019.82,6989.75,236.61,2917.8,643,354.64
C22,2023-09,new,17,2686,158.0,159,5.39,28.5,3.76,1.153,73.86,61.66,752.34,5257.7,6757.35,223.24,2657.02,643,363.93
C22,2023-10,new,22,3545,161.1,294,5.2,29.2,3.42,1.156,74.67,63.71,857.13,5750.4,7700.16,216.82,2490.03,643,416.38
C22,2023-11,new,18,3323,184.6,217,4.46,27.5,3.33,1.159,73.43,63.28,816.9,6619.84,6551.44,203.28,2490.28,643,388.18
C22,2023-12,new,33,6120,185.5,331,4.36,24.5,3.88,1.162,73.3,64.35,748.03,5344.7,6777.94,243.66,2542.26,643,360.77
C22,2024-01,new,26,5074,195.2,254,4.06,24.2,3.67,1.165,74.99,66.37,780.61,5573.46,7390.34,225.93,2568.7,643,307.04
C22,2024-02,new,15,2861,190.7,162,4.08,29.0,2.92,1.168,72.91,65.53,771.48,5380.31,6928.05,266.19,3040.12,643,365.68
C22,2024-03,new,30,5871,195.7,325,3.9,22.2,3.56,1.171,71.44,64.08,802.73,5112.66,6687.03,223.93,3100.91,643,315.09
C22,2024-04,new,24,5247,218.6,258,3.43,26.1,3.39,1.174,72.7,63.28,868.36,5914.01,6918.26,267.25,2929.18,643,417.97
C22,2024-05,new,18,3431,190.6,214,3.86,25.3,3.31,1.177,73.99,64.82,870.19,6060.12,7911.71,250.67,2695.1,643,313.38
C22,2024-06,new,32,6617,206.8,297,3.49,27.9,3.01,1.18,74.98,64.94,691.62,5531.74,7350.55,228.27,2508.4,643,429.8
C22,2024-07,new,23,5201,226.1,213,3.14,34.2,3.36,1.182,75.66,64.95,807.44,5610.24,6661.76,236.87,2935.52,643,339.73
C22,2024-08,new,30,7064,235.5,340,2.97,31.2,3.26,1.185,75.07,63.58,961.3,5705.95,7205.89,273.69,2773.36,643,370.49
C22,2024-09,new,23,5037,219.0,266,3.14,25.3,3.44,1.188,75.72,63.1,950.3,5713.99,7434.29,281.2,2728.14,643,316.76
C22,2024-10,new,26,5538,213.0,347,3.19,30.9,3.05,1.191,73.72,64.94,1044.09,6481.92,7218.39,242.39,2628.88,643,353.16
C22,2024-11,new,28,5703,203.7,349,3.29,24.3,3.64,1.194,73.67,66.36,990.06,5561.58,8100.16,236.53,2469.55,643,328.73
C22,2024-12,new,26,5626,216.4,340,3.07,25.8,3.75,1.197,76.84,66.67,926.16,5355.5,7394.14,249.24,2771.43,643,366.67
C22,2025-01,new,25,5549,222.0,282,2.96,27.2,3.05,1.2,76.67,65.73,832.9,5476.73,6683.87,249.06,2941.38,643,339.98
C22,2025-02,new,17,3770,221.8,230,2.93,29.4,2.96,1.203,75.34,67.75,791.76,5989.53,7994.83,258.39,2906.11,643,394.63
C22,2025-03,new,18,4129,229.4,193,2.81,26.1,3.05,1.206,74.45,66.16,942.27,6095.28,7111.56,258.53,2787.35,643,376.43
C22,2025-04,new,27,6248,231.4,342,2.77,33.2,3.08,1.209,76.25,65.41,923.29,5613.63,7088.29,254.43,3127.01,643,355.64
C22,2025-05,new,25,5472,218.9,287,2.91,32.3,3.21,1.212,74.93,67.16,862.14,5380.0,7455.91,240.45,2974.55,643,322.65
C22,2025-06,new,23,4932,214.4,244,2.96,28.3,3.18,1.215,73.19,68.32,774.09,5956.25,7637.42,229.9,2481.19,643,365.28
C22,2025-07,new,23,5122,222.7,302,2.83,33.0,3.34,1.218,76.26,65.51,785.46,5651.58,7515.01,268.62,3264.96,643,325.15
C22,2025-08,new,28,6521,232.9,358,2.7,36.0,2.81,1.22,75.7,66.62,736.29,5871.82,7581.03,283.23,3087.74,643,360.33
C22,2025-09,new,28,7003,250.1,341,2.5,32.8,3.23,1.223,75.19,68.6,922.4,5362.14,7403.82,289.99,2699.03,643,345.66
C22,2025-10,new,21,4360,207.6,215,3.01,32.9,3.36,1.226,78.43,66.94,932.08,5491.35,6932.84,262.09,3080.27,643,353.05
C22,2025-11,new,22,5346,243.0,261,2.56,31.0,3.01,1.229,76.84,67.64,947.5,5686.81,7385.77,311.99,3064.58,643,297.89
C22,2025-12,new,25,5626,225.0,263,2.76,33.4,2.89,1.232,76.97,68.86,908.71,5973.26,8263.44,247.27,3142.14,643,386.13
C23,2021-01,legacy,23,3687,160.3,266,5.8,26.9,4.47,1.0,54.12,47.84,602.12,4165.63,4805.23,179.97,2023.47,602,312.5
C23,2021-02,legacy,12,2013,167.8,147,5.54,28.6,4.3,1.003,54.52,47.44,635.36,3640.94,5327.19,172.37,2340.95,602,327.28
C23,2021-03,legacy,22,3407,154.9,258,6.01,20.2,4.23,1.006,56.35,47.62,686.58,4120.4,5445.98,153.69,2025.55,602,291.2
C23,2021-04,legacy,27,3804,140.9,272,6.6,20.4,4.22,1.009,55.19,48.26,571.41,4575.29,5656.32,195.56,1922.68,602,301.74
C23,2021-05,legacy,13,1909,146.8,160,6.33,25.2,4.35,1.012,54.34,46.75,659.77,4091.81,5312.81,175.92,2057.06,602,272.18
C23,2021-06,legacy,25,3840,153.6,219,6.05,21.6,4.4,1.015,55.78,48.86,658.53,4423.3,5570.45,178.26,2182.85,602,272.87
C23,2021-07,legacy,26,3837,147.6,247,6.3,23.9,3.96,1.018,57.63,48.07,647.49,4381.22,5581.14,173.53,2210.99,602,315.28
C23,2021-08,legacy,17,2547,149.8,157,6.21,22.0,4.4,1.02,54.98,48.86,548.31,4074.88,5447.41,192.24,2102.46,602,352.64
C23,2021-09,legacy,17,2445,143.8,144,6.47,20.3,4.24,1.023,56.24,48.18,628.92,4329.69,5288.61,197.12,2260.38,602,272.25
C23,2021-10,legacy,21,3118,148.5,206,6.26,15.6,3.83,1.026,58.76,48.72,579.72,4214.83,5894.92,185.81,2323.52,602,290.06
C23,2021-11,legacy,23,3337,145.1,206,6.41,22.0,4.01,1.029,57.43,48.02,666.85,4252.39,5051.45,203.64,2045.3,602,332.93
C23,2021-12,legacy,25,3949,158.0,278,5.89,21.1,3.95,1.032,56.36,48.08,578.39,3897.76,5500.08,176.33,2062.64,602,318.17
C23,2022-01,new,19,2908,153.1,194,6.08,24.1,3.8,1.035,58.23,49.03,610.03,4380.33,5526.83,185.11,2049.51,602,292.56
C23,2022-02,new,14,2196,156.9,120,5.93,24.4,3.94,1.038,56.19,48.49,684.65,4691.97,4896.96,186.46,2331.9,602,339.89
C23,2022-03,new,20,2738,136.9,196,6.79,25.8,3.89,1.041,56.37,49.75,516.18,4314.04,5904.64,213.39,2176.93,602,322.39
C23,2022-04,new,11,1612,146.5,94,6.35,20.4,3.8,1.044,57.38,50.92,622.41,4212.7,5767.55,161.16,2352.9,602,277.97
C23,2022-05,new,13,1873,144.1,116,6.45,24.8,3.89,1.047,55.97,49.44,614.07,4252.67,5638.01,184.22,2210.47,602,316.63
C23,2022-06,new,26,3813,146.7,274,6.34,20.9,3.72,1.05,56.94,50.42,566.43,4588.32,5600.35,190.75,2232.39,602,305.35
C23,2022-07,new,15,2144,142.9,176,6.51,20.2,4.04,1.052,56.61,51.8,552.57,4504.85,5598.88,187.55,2332.9,602,286.74
C23,2022-08,new,23,3317,144.2,263,6.45,24.9,3.91,1.055,57.49,49.14,613.81,4541.71,5460.38,193.47,2126.61,602,331.72
C23,2022-09,new,22,3620,164.5,245,5.65,24.5,3.85,1.058,58.64,50.38,680.52,4700.32,5414.44,176.77,2036.0,602,309.44
C23,2022-10,new,26,3849,148.0,232,6.28,22.4,3.84,1.061,58.4,51.09,688.27,4608.52,4899.77,213.88,2075.63,602,335.37
C23,2022-11,new,20,2798,139.9,184,6.65,22.4,3.64,1.064,58.78,49.52,709.95,4443.81,5917.76,177.83,2085.3,602,289.5
C23,2022-12,new,25,3695,147.8,280,6.29,25.5,3.86,1.067,59.33,51.39,619.0,4673.54,6329.35,196.64,2336.33,602,306.32
C23,2023-01,new,17,2907,171.0,173,5.44,29.3,3.5,1.07,57.46,51.55,612.6,4533.49,6090.24,164.37,2321.22,602,285.74
C23,2023-02,new,19,3008,158.3,149,5.83,24.2,3.61,1.073,59.48,51.53,754.56,3816.85,5668.08,179.67,2319.79,602,291.97
